hospital_name,hospital_system,region,mrf_url,hospital_engine_status,procedure_name,code_type,procedure_code,care_setting,is_primary,scan_priority,scan_status,local_path,local_scan_status,match_count,search_ready_count,scan_scope
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,21,21,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,22,22,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,22,22,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,44,44,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,44,44,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,24,24,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,24,24,large_local_json
Ronald Reagan UCLA Medical Center,UCLA Health,Los Angeles,https://www.uclahealth.org/sites/default/files/cms-hpt/956006143_ronald-reagan-ucla-medical-center_standardcharges.json,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucla-ronald-reagan-standardcharges.json,matched,11,11,large_local_json
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,8,8,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,20,20,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,14,14,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,EKG,CPT,93000,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,5,5,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,EKG,CPT,93005,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,17,17,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,16,16,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,16,16,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,22,22,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,18,18,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,18,18,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,18,18,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,19,19,full_local_csv
Keck Hospital of USC,Keck Medicine of USC,Los Angeles,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\keck-hospital-usc-standardcharges.csv,matched,5,5,full_local_csv
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,189,189,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,189,189,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,191,191,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,188,188,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,188,188,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,197,197,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,196,196,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,196,196,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,matched,151,151,large_local_json
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\ucsd-standardcharges.json,no_match,0,0,large_local_json
