hospital_name,hospital_system,region,mrf_url,hospital_engine_status,procedure_name,code_type,procedure_code,care_setting,is_primary,scan_priority,scan_status,local_path,local_scan_status,match_count,search_ready_count,scan_scope
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,43,43,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,49,49,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,48,48,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,81,81,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,EKG,CPT,93000,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,no_match,0,0,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,EKG,CPT,93005,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,47,47,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,37,37,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,38,38,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,41,41,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,46,46,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,41,41,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,82,82,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,47,47,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,44,44,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,47,47,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,54,54,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,50,50,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,no_match,0,0,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,no_match,0,0,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,no_match,0,0,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,no_match,0,0,full_local_csv
Sharp Chula Vista Medical Center,Sharp HealthCare,San Diego,https://downloads.ctfassets.net/pxcfulgsd9e2/D4fRN51N03oyjM0c54C1U/cbd502f0357445b1fc46bdeaac647efc/95-2367304_sharp-chula-vista-medical-center_standardcharges.csv,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\sharp-chula-vista-standardcharges.csv,matched,47,47,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,10,10,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,10,10,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,3,3,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,21,21,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,14,14,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,7,7,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,18,18,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,12,12,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,EKG,CPT,93000,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,6,6,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,EKG,CPT,93005,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,12,12,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,6,6,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,7,7,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,16,16,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,15,15,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,12,12,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,12,12,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,9,9,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,COVID test,CPT,87635,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,10,10,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,COVID test,CPT,87426,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,4,4,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,3,3,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,3,3,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,8,8,full_local_csv
Rady Children's Hospital,Rady Children's Hospital,San Diego,https://www.rchsd.org/wp-content/uploads/2026/03/95-1691313_rady-childrens-hospital-san-diego_standardcharges.csv,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued,C:\Users\sam\Documents\healthscan\data\raw\mrf\rady-childrens-standardcharges.csv,matched,6,6,full_local_csv
