hospital_name,hospital_system,region,mrf_url,hospital_engine_status,procedure_name,code_type,procedure_code,care_setting,is_primary,scan_priority,scan_status
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,EKG,CPT,93005,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,COVID test,CPT,87635,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,COVID test,CPT,87426,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued
Providence Cedars-Sinai Tarzana Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/833972614_providence-cedars-sinai-tarzana-medical-center_standardcharges.json,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,EKG,CPT,93005,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,COVID test,CPT,87635,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,COVID test,CPT,87426,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued
Providence Holy Cross Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/954582647_providence-holy-cross-medical-center_standardcharges.json,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,EKG,CPT,93005,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Physical therapy evaluation,CPT,97162,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85025,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Complete blood count,CPT,85027,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Basic metabolic panel,CPT,80048,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Lipid panel,CPT,80061,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Hemoglobin A1c,CPT,83036,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,COVID test,CPT,87635,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,COVID test,CPT,87426,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95810,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Sleep study,CPT,95811,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42826,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Tonsillectomy,CPT,42825,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19303,outpatient,true,1,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Mastectomy,CPT,19301,outpatient,false,2,queued
Providence Saint Joseph Medical Center,Providence Southern California,Los Angeles,https://pricetransparency.providence.org/socal/live/951675600_providence-st-joseph-medical-center_standardcharges.json,search_ready,Prostate biopsy,CPT,55700,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47562,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Gallbladder removal,CPT,47563,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49505,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hernia repair,CPT,49650,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58571,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Hysterectomy,CPT,58150,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Cataract surgery,CPT,66984,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43235,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Upper endoscopy,CPT,43239,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Screening mammogram,CPT,77067,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71046,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Chest X-ray,CPT,71045,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76700,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Abdominal ultrasound,CPT,76705,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Echocardiogram,CPT,93306,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,EKG,CPT,93000,outpatient,true,1,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,EKG,CPT,93005,outpatient,false,2,queued
UC San Diego Medical Center,UC San Diego Health,San Diego,https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json,search_ready,Physical therapy evaluation,CPT,97161,outpatient,true,1,queued
